scenario,distribution,implementation,n,trial,seed,operations,elapsed_ns,ns_per_op,height,estimated_bytes,checksum
read_heavy,random,red_black_tree,500,1,524329585,1000,32750,32.750000,12,36104,5185265685257993290
read_heavy,random,ordinary_bst,500,1,524329585,1000,41292,41.292000,100,32024,5185265685257993290
read_heavy,random,red_black_tree,500,2,524330353,1000,33834,33.834000,12,36104,10291615484160273338
read_heavy,random,ordinary_bst,500,2,524330353,1000,39125,39.125000,100,32024,10291615484160273338
read_heavy,random,sorted_vector,500,2,524330353,1000,64667,64.667000,,32012,10291615484160273338
read_heavy,random,sorted_vector,500,3,524330097,1000,68125,68.125000,,52492,624838779701423652
read_heavy,random,red_black_tree,500,3,524330097,1000,33375,33.375000,12,36104,624838779701423652
read_heavy,random,ordinary_bst,500,3,524330097,1000,39333,39.333000,96,32024,624838779701423652
read_heavy,random,ordinary_bst,500,4,524330865,1000,38417,38.417000,97,32024,11496179213134530726
read_heavy,random,red_black_tree,500,4,524330865,1000,34000,34.000000,12,36104,11496179213134530726
read_heavy,random,sorted_vector,500,4,524330865,1000,59167,59.167000,,32012,11496179213134530726
read_heavy,random,ordinary_bst,500,5,524330609,1000,37959,37.959000,100,32024,13872129927784295840
read_heavy,random,red_black_tree,500,5,524330609,1000,31791,31.791000,11,36104,13872129927784295840
read_heavy,random,sorted_vector,500,5,524330609,1000,60833,60.833000,,32012,13872129927784295840
read_heavy,random,red_black_tree,500,6,524331377,1000,31458,31.458000,12,36104,6680615456871856918
read_heavy,random,ordinary_bst,500,6,524331377,1000,38167,38.167000,98,32024,6680615456871856918
read_heavy,random,sorted_vector,500,6,524331377,1000,60292,60.292000,,32012,6680615456871856918
update_heavy,random,red_black_tree,500,0,524329933,1000,50459,50.459000,14,36104,8571952869960603938
update_heavy,random,ordinary_bst,500,0,524329933,1000,154625,154.625000,275,32024,8571952869960603938
update_heavy,random,sorted_vector,500,0,524329933,1000,136042,136.042000,,52492,8571952869960603938
update_heavy,random,red_black_tree,500,1,524329677,1000,51250,51.250000,12,36104,8847109934272697018
update_heavy,random,sorted_vector,500,1,524329677,1000,136709,136.709000,,52492,8847109934272697018
update_heavy,random,ordinary_bst,500,1,524329677,1000,154125,154.125000,275,32024,8847109934272697018
update_heavy,random,red_black_tree,500,2,524330445,1000,50250,50.250000,14,36104,13016219226446791418
update_heavy,random,sorted_vector,500,2,524330445,1000,131500,131.500000,,32012,13016219226446791418
update_heavy,random,ordinary_bst,500,2,524330445,1000,171750,171.750000,287,32024,13016219226446791418
update_heavy,random,ordinary_bst,500,3,524330189,1000,147209,147.209000,265,32024,3626853248482004183
update_heavy,random,sorted_vector,500,3,524330189,1000,140209,140.209000,,52492,3626853248482004183
update_heavy,random,red_black_tree,500,3,524330189,1000,49875,49.875000,14,36104,3626853248482004183
update_heavy,random,ordinary_bst,500,4,524330957,1000,152208,152.208000,283,32024,16426999269452498732
update_heavy,random,sorted_vector,500,4,524330957,1000,133625,133.625000,,32012,16426999269452498732
update_heavy,random,red_black_tree,500,4,524330957,1000,50000,50.000000,13,36104,16426999269452498732
update_heavy,random,red_black_tree,500,5,524330701,1000,47500,47.500000,14,36104,3578023699408664270
update_heavy,random,ordinary_bst,500,5,524330701,1000,163125,163.125000,278,32024,3578023699408664270
update_heavy,random,sorted_vector,500,5,524330701,1000,133542,133.542000,,52492,3578023699408664270
update_heavy,random,sorted_vector,500,6,524331469,1000,131125,131.125000,,52492,3777862036579820897
update_heavy,random,red_black_tree,500,6,524331469,1000,47584,47.584000,13,36104,3777862036579820897
update_heavy,random,ordinary_bst,500,6,524331469,1000,154416,154.416000,281,32024,3777862036579820897
build,sorted,ordinary_bst,1000,0,1048617559,1000,485166,485.166000,1000,64024,18239304705260501772
build,sorted,red_black_tree,1000,0,1048617559,1000,27208,27.208000,17,72104,18239304705260501772
build,sorted,sorted_vector,1000,0,1048617559,1000,21250,21.250000,,63992,18239304705260501772
build,sorted,sorted_vector,1000,1,1048617815,1000,20458,20.458000,,63992,18239304705260501772
build,sorted,ordinary_bst,1000,1,1048617815,1000,485333,485.333000,1000,64024,18239304705260501772
build,sorted,red_black_tree,1000,1,1048617815,1000,26333,26.333000,17,72104,18239304705260501772
build,sorted,sorted_vector,1000,2,1048618071,1000,20250,20.250000,,63992,18239304705260501772
build,sorted,red_black_tree,1000,2,1048618071,1000,25708,25.708000,17,72104,18239304705260501772
build,sorted,ordinary_bst,1000,2,1048618071,1000,488875,488.875000,1000,64024,18239304705260501772
build,sorted,sorted_vector,1000,3,1048618327,1000,20125,20.125000,,63992,18239304705260501772
build,sorted,red_black_tree,1000,3,1048618327,1000,25459,25.459000,17,72104,18239304705260501772
build,sorted,ordinary_bst,1000,3,1048618327,1000,486875,486.875000,1000,64024,18239304705260501772
build,sorted,ordinary_bst,1000,4,1048618583,1000,491084,491.084000,1000,64024,18239304705260501772
build,sorted,sorted_vector,1000,4,1048618583,1000,20750,20.750000,,63992,18239304705260501772
build,sorted,red_black_tree,1000,4,1048618583,1000,25334,25.334000,17,72104,18239304705260501772
build,sorted,sorted_vector,1000,5,1048618839,1000,20416,20.416000,,63992,18239304705260501772
build,sorted,red_black_tree,1000,5,1048618839,1000,25542,25.542000,17,72104,18239304705260501772
build,sorted,ordinary_bst,1000,5,1048618839,1000,467041,467.041000,1000,64024,18239304705260501772
build,sorted,red_black_tree,1000,6,1048619095,1000,24542,24.542000,17,72104,18239304705260501772
build,sorted,ordinary_bst,1000,6,1048619095,1000,463958,463.958000,1000,64024,18239304705260501772
build,sorted,sorted_vector,1000,6,1048619095,1000,19666,19.666000,,63992,18239304705260501772
lookup,sorted,ordinary_bst,1000,0,1048617516,1000,457292,457.292000,1000,64024,4885504118268044039
lookup,sorted,red_black_tree,1000,0,1048617516,1000,39834,39.834000,17,72104,4885504118268044039
lookup,sorted,sorted_vector,1000,0,1048617516,1000,35209,35.209000,,63992,4885504118268044039
lookup,sorted,sorted_vector,1000,1,1048617772,1000,34416,34.416000,,63992,1353206326357310104
lookup,sorted,red_black_tree,1000,1,1048617772,1000,39042,39.042000,17,72104,1353206326357310104
lookup,sorted,ordinary_bst,1000,1,1048617772,1000,441042,441.042000,1000,64024,1353206326357310104
lookup,sorted,red_black_tree,1000,2,1048618028,1000,37583,37.583000,17,72104,1120094443859932519
lookup,sorted,sorted_vector,1000,2,1048618028,1000,33875,33.875000,,63992,1120094443859932519
lookup,sorted,ordinary_bst,1000,2,1048618028,1000,441500,441.500000,1000,64024,1120094443859932519
lookup,sorted,red_black_tree,1000,3,1048618284,1000,37417,37.417000,17,72104,14013647440779767157
lookup,sorted,ordinary_bst,1000,3,1048618284,1000,441208,441.208000,1000,64024,14013647440779767157
lookup,sorted,sorted_vector,1000,3,1048618284,1000,33958,33.958000,,63992,14013647440779767157
lookup,sorted,ordinary_bst,1000,4,1048618540,1000,443833,443.833000,1000,64024,11273272480376901674
lookup,sorted,red_black_tree,1000,4,1048618540,1000,37417,37.417000,17,72104,11273272480376901674
lookup,sorted,sorted_vector,1000,4,1048618540,1000,34167,34.167000,,63992,11273272480376901674
lookup,sorted,ordinary_bst,1000,5,1048618796,1000,440792,440.792000,1000,64024,6441314392838412682
lookup,sorted,red_black_tree,1000,5,1048618796,1000,39834,39.834000,17,72104,6441314392838412682
lookup,sorted,sorted_vector,1000,5,1048618796,1000,33625,33.625000,,63992,6441314392838412682
lookup,sorted,sorted_vector,1000,6,1048619052,1000,33750,33.750000,,63992,4795485344983494314
lookup,sorted,ordinary_bst,1000,6,1048619052,1000,429208,429.208000,1000,64024,4795485344983494314
lookup,sorted,red_black_tree,1000,6,1048619052,1000,37000,37.000000,17,72104,4795485344983494314
build,random,red_black_tree,1000,0,1048617552,1000,62083,62.083000,12,72104,18239304705260501772
build,random,ordinary_bst,1000,0,1048617552,1000,46292,46.292000,21,64024,18239304705260501772
build,random,sorted_vector,1000,0,1048617552,1000,250208,250.208000,,63992,18239304705260501772
build,random,red_black_tree,1000,1,1048617808,1000,58375,58.375000,12,72104,18239304705260501772
build,random,ordinary_bst,1000,1,1048617808,1000,45625,45.625000,23,64024,18239304705260501772
build,random,sorted_vector,1000,1,1048617808,1000,249916,249.916000,,63992,18239304705260501772
build,random,red_black_tree,1000,2,1048618064,1000,58291,58.291000,12,72104,18239304705260501772
build,random,ordinary_bst,1000,2,1048618064,1000,47084,47.084000,21,64024,18239304705260501772
build,random,sorted_vector,1000,2,1048618064,1000,249625,249.625000,,63992,18239304705260501772
build,random,red_black_tree,1000,3,1048618320,1000,57292,57.292000,12,72104,18239304705260501772
build,random,sorted_vector,1000,3,1048618320,1000,247500,247.500000,,63992,18239304705260501772
build,random,ordinary_bst,1000,3,1048618320,1000,45041,45.041000,21,64024,18239304705260501772
build,random,red_black_tree,1000,4,1048618576,1000,58708,58.708000,13,72104,18239304705260501772
build,random,sorted_vector,1000,4,1048618576,1000,248167,248.167000,,63992,18239304705260501772
build,random,ordinary_bst,1000,4,1048618576,1000,45417,45.417000,22,64024,18239304705260501772
build,random,red_black_tree,1000,5,1048618832,1000,57625,57.625000,12,72104,18239304705260501772
build,random,sorted_vector,1000,5,1048618832,1000,244375,244.375000,,63992,18239304705260501772
build,random,ordinary_bst,1000,5,1048618832,1000,44667,44.667000,19,64024,18239304705260501772
build,random,sorted_vector,1000,6,1048619088,1000,240625,240.625000,,63992,18239304705260501772
build,random,red_black_tree,1000,6,1048619088,1000,60000,60.000000,12,72104,18239304705260501772
build,random,ordinary_bst,1000,6,1048619088,1000,45958,45.958000,26,64024,18239304705260501772
lookup,random,ordinary_bst,1000,0,1048617517,1000,40333,40.333000,22,64024,244593168521843728
lookup,random,red_black_tree,1000,0,1048617517,1000,37292,37.292000,12,72104,244593168521843728
lookup,random,sorted_vector,1000,0,1048617517,1000,32667,32.667000,,63992,244593168521843728
lookup,random,sorted_vector,1000,1,1048617773,1000,32333,32.333000,,63992,4641812172944159390
lookup,random,ordinary_bst,1000,1,1048617773,1000,39958,39.958000,22,64024,4641812172944159390
lookup,random,red_black_tree,1000,1,1048617773,1000,36292,36.292000,13,72104,4641812172944159390
lookup,random,ordinary_bst,1000,2,1048618029,1000,40708,40.708000,22,64024,16366192591017691699
lookup,random,red_black_tree,1000,2,1048618029,1000,36666,36.666000,12,72104,16366192591017691699
lookup,random,sorted_vector,1000,2,1048618029,1000,33042,33.042000,,63992,16366192591017691699
lookup,random,red_black_tree,1000,3,1048618285,1000,36667,36.667000,12,72104,7839895295299288232
lookup,random,ordinary_bst,1000,3,1048618285,1000,39875,39.875000,20,64024,7839895295299288232
lookup,random,sorted_vector,1000,3,1048618285,1000,32542,32.542000,,63992,7839895295299288232
lookup,random,red_black_tree,1000,4,1048618541,1000,36291,36.291000,12,72104,845098573575592230
lookup,random,sorted_vector,1000,4,1048618541,1000,31417,31.417000,,63992,845098573575592230
lookup,random,ordinary_bst,1000,4,1048618541,1000,39666,39.666000,22,64024,845098573575592230
lookup,random,sorted_vector,1000,5,1048618797,1000,31500,31.500000,,63992,10766290575109916995
lookup,random,red_black_tree,1000,5,1048618797,1000,35958,35.958000,13,72104,10766290575109916995
lookup,random,ordinary_bst,1000,5,1048618797,1000,38333,38.333000,21,64024,10766290575109916995
lookup,random,ordinary_bst,1000,6,1048619053,1000,37917,37.917000,23,64024,377407819717050139
lookup,random,red_black_tree,1000,6,1048619053,1000,36041,36.041000,13,72104,377407819717050139
lookup,random,sorted_vector,1000,6,1048619053,1000,31750,31.750000,,63992,377407819717050139
build,nearly_sorted,ordinary_bst,1000,0,1048617553,1000,405958,405.958000,954,64024,18239304705260501772
build,nearly_sorted,sorted_vector,1000,0,1048617553,1000,19333,19.333000,,63992,18239304705260501772
build,nearly_sorted,red_black_tree,1000,0,1048617553,1000,24791,24.791000,17,72104,18239304705260501772
build,nearly_sorted,red_black_tree,1000,1,1048617809,1000,23375,23.375000,17,72104,18239304705260501772
build,nearly_sorted,ordinary_bst,1000,1,1048617809,1000,396916,396.916000,950,64024,18239304705260501772
build,nearly_sorted,sorted_vector,1000,1,1048617809,1000,19042,19.042000,,63992,18239304705260501772
build,nearly_sorted,red_black_tree,1000,2,1048618065,1000,22541,22.541000,17,72104,18239304705260501772
build,nearly_sorted,sorted_vector,1000,2,1048618065,1000,18666,18.666000,,63992,18239304705260501772
build,nearly_sorted,ordinary_bst,1000,2,1048618065,1000,398500,398.500000,954,64024,18239304705260501772
build,nearly_sorted,ordinary_bst,1000,3,1048618321,1000,403959,403.959000,956,64024,18239304705260501772
build,nearly_sorted,sorted_vector,1000,3,1048618321,1000,18459,18.459000,,63992,18239304705260501772
build,nearly_sorted,red_black_tree,1000,3,1048618321,1000,22083,22.083000,17,72104,18239304705260501772
build,nearly_sorted,ordinary_bst,1000,4,1048618577,1000,399625,399.625000,957,64024,18239304705260501772
build,nearly_sorted,sorted_vector,1000,4,1048618577,1000,18333,18.333000,,63992,18239304705260501772
build,nearly_sorted,red_black_tree,1000,4,1048618577,1000,21875,21.875000,17,72104,18239304705260501772
build,nearly_sorted,ordinary_bst,1000,5,1048618833,1000,398166,398.166000,955,64024,18239304705260501772
build,nearly_sorted,red_black_tree,1000,5,1048618833,1000,22042,22.042000,17,72104,18239304705260501772
build,nearly_sorted,sorted_vector,1000,5,1048618833,1000,18375,18.375000,,63992,18239304705260501772
build,nearly_sorted,ordinary_bst,1000,6,1048619089,1000,399541,399.541000,954,64024,18239304705260501772
build,nearly_sorted,sorted_vector,1000,6,1048619089,1000,18208,18.208000,,63992,18239304705260501772
build,nearly_sorted,red_black_tree,1000,6,1048619089,1000,22000,22.000000,17,72104,18239304705260501772
lookup,nearly_sorted,ordinary_bst,1000,0,1048617518,1000,388459,388.459000,954,64024,7731339613626226503
lookup,nearly_sorted,red_black_tree,1000,0,1048617518,1000,35083,35.083000,17,72104,7731339613626226503
lookup,nearly_sorted,sorted_vector,1000,0,1048617518,1000,31709,31.709000,,63992,7731339613626226503
lookup,nearly_sorted,red_black_tree,1000,1,1048617774,1000,34334,34.334000,17,72104,17208408660281187850
lookup,nearly_sorted,ordinary_bst,1000,1,1048617774,1000,385375,385.375000,951,64024,17208408660281187850
lookup,nearly_sorted,sorted_vector,1000,1,1048617774,1000,31458,31.458000,,63992,17208408660281187850
lookup,nearly_sorted,ordinary_bst,1000,2,1048618030,1000,385583,385.583000,959,64024,9594698452553989640
lookup,nearly_sorted,red_black_tree,1000,2,1048618030,1000,32375,32.375000,17,72104,9594698452553989640
lookup,nearly_sorted,sorted_vector,1000,2,1048618030,1000,30750,30.750000,,63992,9594698452553989640
lookup,nearly_sorted,ordinary_bst,1000,3,1048618286,1000,385459,385.459000,952,64024,4916021596108493104
lookup,nearly_sorted,sorted_vector,1000,3,1048618286,1000,31333,31.333000,,63992,4916021596108493104
lookup,nearly_sorted,red_black_tree,1000,3,1048618286,1000,33416,33.416000,17,72104,4916021596108493104
lookup,nearly_sorted,sorted_vector,1000,4,1048618542,1000,31209,31.209000,,63992,15232529554531767780
lookup,nearly_sorted,ordinary_bst,1000,4,1048618542,1000,385375,385.375000,952,64024,15232529554531767780
lookup,nearly_sorted,red_black_tree,1000,4,1048618542,1000,34083,34.083000,17,72104,15232529554531767780
lookup,nearly_sorted,red_black_tree,1000,5,1048618798,1000,31625,31.625000,17,72104,709323556207934698
lookup,nearly_sorted,ordinary_bst,1000,5,1048618798,1000,386042,386.042000,951,64024,709323556207934698
lookup,nearly_sorted,sorted_vector,1000,5,1048618798,1000,31041,31.041000,,63992,709323556207934698
lookup,nearly_sorted,sorted_vector,1000,6,1048619054,1000,30709,30.709000,,63992,12609495675413461138
lookup,nearly_sorted,red_black_tree,1000,6,1048619054,1000,37333,37.333000,17,72104,12609495675413461138
lookup,nearly_sorted,ordinary_bst,1000,6,1048619054,1000,387917,387.917000,952,64024,12609495675413461138
read_heavy,random,sorted_vector,1000,0,1048617841,2000,140875,70.437500,,63992,12763368635385335885
read_heavy,random,red_black_tree,1000,0,1048617841,2000,54292,27.146000,14,72104,12763368635385335885
read_heavy,random,ordinary_bst,1000,0,1048617841,2000,71583,35.791500,198,64024,12763368635385335885
read_heavy,random,ordinary_bst,1000,1,1048617585,2000,68125,34.062500,191,64024,16758204778726631428
read_heavy,random,sorted_vector,1000,1,1048617585,2000,135167,67.583500,,63992,16758204778726631428
read_heavy,random,red_black_tree,1000,1,1048617585,2000,51458,25.729000,14,72104,16758204778726631428
read_heavy,random,ordinary_bst,1000,2,1048618353,2000,70334,35.167000,184,64024,13061946777139580043
read_heavy,random,red_black_tree,1000,2,1048618353,2000,52750,26.375000,13,72104,13061946777139580043
read_heavy,random,sorted_vector,1000,2,1048618353,2000,132375,66.187500,,63992,13061946777139580043
read_heavy,random,ordinary_bst,1000,3,1048618097,2000,71541,35.770500,185,64024,4605737169310253962
read_heavy,random,sorted_vector,1000,3,1048618097,2000,132292,66.146000,,63992,4605737169310253962
read_heavy,random,red_black_tree,1000,3,1048618097,2000,51875,25.937500,14,72104,4605737169310253962
read_heavy,random,red_black_tree,1000,4,1048618865,2000,53792,26.896000,13,72104,1574885722619568512
read_heavy,random,sorted_vector,1000,4,1048618865,2000,136000,68.000000,,63992,1574885722619568512
read_heavy,random,ordinary_bst,1000,4,1048618865,2000,70542,35.271000,193,64024,1574885722619568512
read_heavy,random,ordinary_bst,1000,5,1048618609,2000,66500,33.250000,192,64024,9627091706158757068
read_heavy,random,red_black_tree,1000,5,1048618609,2000,51042,25.521000,14,72104,9627091706158757068
read_heavy,random,sorted_vector,1000,5,1048618609,2000,138250,69.125000,,63992,9627091706158757068
read_heavy,random,red_black_tree,1000,6,1048619377,2000,50792,25.396000,14,72104,2359881232680597182
read_heavy,random,ordinary_bst,1000,6,1048619377,2000,69459,34.729500,189,64024,2359881232680597182
read_heavy,random,sorted_vector,1000,6,1048619377,2000,134834,67.417000,,63992,2359881232680597182
update_heavy,random,sorted_vector,1000,0,1048617933,2000,375458,187.729000,,104952,599512660021197443
update_heavy,random,ordinary_bst,1000,0,1048617933,2000,424375,212.187500,567,64024,599512660021197443
update_heavy,random,red_black_tree,1000,0,1048617933,2000,84750,42.375000,13,72104,599512660021197443
update_heavy,random,sorted_vector,1000,1,1048617677,2000,356375,178.187500,,104952,1159285945729466638
update_heavy,random,ordinary_bst,1000,1,1048617677,2000,414666,207.333000,557,64024,1159285945729466638
update_heavy,random,red_black_tree,1000,1,1048617677,2000,79708,39.854000,15,72104,1159285945729466638
update_heavy,random,ordinary_bst,1000,2,1048618445,2000,423792,211.896000,557,64024,13663850515412567909
update_heavy,random,sorted_vector,1000,2,1048618445,2000,381584,190.792000,,104952,13663850515412567909
update_heavy,random,red_black_tree,1000,2,1048618445,2000,83750,41.875000,15,72104,13663850515412567909
update_heavy,random,ordinary_bst,1000,3,1048618189,2000,401791,200.895500,560,64024,3560716791308346307
update_heavy,random,red_black_tree,1000,3,1048618189,2000,81792,40.896000,15,72104,3560716791308346307
update_heavy,random,sorted_vector,1000,3,1048618189,2000,373000,186.500000,,63992,3560716791308346307
update_heavy,random,red_black_tree,1000,4,1048618957,2000,85542,42.771000,15,72104,8649762547523920889
update_heavy,random,sorted_vector,1000,4,1048618957,2000,362542,181.271000,,63992,8649762547523920889
update_heavy,random,ordinary_bst,1000,4,1048618957,2000,405417,202.708500,559,64024,8649762547523920889
update_heavy,random,ordinary_bst,1000,5,1048618701,2000,396792,198.396000,541,64024,4754015169054202794
update_heavy,random,red_black_tree,1000,5,1048618701,2000,79625,39.812500,14,72104,4754015169054202794
update_heavy,random,sorted_vector,1000,5,1048618701,2000,372583,186.291500,,104952,4754015169054202794
update_heavy,random,red_black_tree,1000,6,1048619469,2000,81667,40.833500,14,72104,10613330547439627141
update_heavy,random,ordinary_bst,1000,6,1048619469,2000,388750,194.375000,557,64024,10613330547439627141
update_heavy,random,sorted_vector,1000,6,1048619469,2000,372167,186.083500,,63992,10613330547439627141
build,sorted,red_black_tree,2000,0,2097193559,2000,50792,25.396000,19,144104,13443755682254237430
build,sorted,ordinary_bst,2000,0,2097193559,2000,1540708,770.354000,2000,128024,13443755682254237430
build,sorted,sorted_vector,2000,0,2097193559,2000,37083,18.541500,,127952,13443755682254237430
build,sorted,red_black_tree,2000,1,2097193815,2000,44917,22.458500,19,144104,13443755682254237430
build,sorted,ordinary_bst,2000,1,2097193815,2000,1543208,771.604000,2000,128024,13443755682254237430
build,sorted,sorted_vector,2000,1,2097193815,2000,36833,18.416500,,127952,13443755682254237430
build,sorted,red_black_tree,2000,2,2097194071,2000,48875,24.437500,19,144104,13443755682254237430
build,sorted,ordinary_bst,2000,2,2097194071,2000,1542959,771.479500,2000,128024,13443755682254237430
build,sorted,sorted_vector,2000,2,2097194071,2000,36541,18.270500,,127952,13443755682254237430
build,sorted,ordinary_bst,2000,3,2097194327,2000,1555208,777.604000,2000,128024,13443755682254237430
build,sorted,sorted_vector,2000,3,2097194327,2000,36541,18.270500,,127952,13443755682254237430
build,sorted,red_black_tree,2000,3,2097194327,2000,44125,22.062500,19,144104,13443755682254237430
build,sorted,red_black_tree,2000,4,2097194583,2000,48417,24.208500,19,144104,13443755682254237430
build,sorted,sorted_vector,2000,4,2097194583,2000,40709,20.354500,,127952,13443755682254237430
build,sorted,ordinary_bst,2000,4,2097194583,2000,1559333,779.666500,2000,128024,13443755682254237430
build,sorted,sorted_vector,2000,5,2097194839,2000,36875,18.437500,,127952,13443755682254237430
build,sorted,red_black_tree,2000,5,2097194839,2000,44208,22.104000,19,144104,13443755682254237430
build,sorted,ordinary_bst,2000,5,2097194839,2000,1596000,798.000000,2000,128024,13443755682254237430
build,sorted,red_black_tree,2000,6,2097195095,2000,43958,21.979000,19,144104,13443755682254237430
build,sorted,sorted_vector,2000,6,2097195095,2000,36625,18.312500,,127952,13443755682254237430
build,sorted,ordinary_bst,2000,6,2097195095,2000,1561375,780.687500,2000,128024,13443755682254237430
lookup,sorted,red_black_tree,2000,0,2097193516,2000,86208,43.104000,19,144104,4238748710597106110
lookup,sorted,sorted_vector,2000,0,2097193516,2000,69959,34.979500,,127952,4238748710597106110
lookup,sorted,ordinary_bst,2000,0,2097193516,2000,1509917,754.958500,2000,128024,4238748710597106110
lookup,sorted,ordinary_bst,2000,1,2097193772,2000,1516667,758.333500,2000,128024,18125547268513541617
lookup,sorted,sorted_vector,2000,1,2097193772,2000,64334,32.167000,,127952,18125547268513541617
lookup,sorted,red_black_tree,2000,1,2097193772,2000,84208,42.104000,19,144104,18125547268513541617
lookup,sorted,ordinary_bst,2000,2,2097194028,2000,1529791,764.895500,2000,128024,17986616774159158649
lookup,sorted,red_black_tree,2000,2,2097194028,2000,84542,42.271000,19,144104,17986616774159158649
lookup,sorted,sorted_vector,2000,2,2097194028,2000,69709,34.854500,,127952,17986616774159158649
lookup,sorted,ordinary_bst,2000,3,2097194284,2000,1503584,751.792000,2000,128024,12815096749062964296
lookup,sorted,sorted_vector,2000,3,2097194284,2000,70667,35.333500,,127952,12815096749062964296
lookup,sorted,red_black_tree,2000,3,2097194284,2000,75875,37.937500,19,144104,12815096749062964296
lookup,sorted,red_black_tree,2000,4,2097194540,2000,83833,41.916500,19,144104,14255021304274433223
lookup,sorted,ordinary_bst,2000,4,2097194540,2000,1535625,767.812500,2000,128024,14255021304274433223
lookup,sorted,sorted_vector,2000,4,2097194540,2000,74750,37.375000,,127952,14255021304274433223
lookup,sorted,sorted_vector,2000,5,2097194796,2000,64292,32.146000,,127952,7622041161838783049
lookup,sorted,red_black_tree,2000,5,2097194796,2000,83458,41.729000,19,144104,7622041161838783049
lookup,sorted,ordinary_bst,2000,5,2097194796,2000,1516791,758.395500,2000,128024,7622041161838783049
lookup,sorted,ordinary_bst,2000,6,2097195052,2000,1550958,775.479000,2000,128024,8307736035235051443
lookup,sorted,sorted_vector,2000,6,2097195052,2000,70750,35.375000,,127952,8307736035235051443
lookup,sorted,red_black_tree,2000,6,2097195052,2000,82959,41.479500,19,144104,8307736035235051443
build,random,ordinary_bst,2000,0,2097193552,2000,102333,51.166500,25,128024,13443755682254237430
build,random,sorted_vector,2000,0,2097193552,2000,830208,415.104000,,127952,13443755682254237430
build,random,red_black_tree,2000,0,2097193552,2000,127625,63.812500,14,144104,13443755682254237430
build,random,ordinary_bst,2000,1,2097193808,2000,105542,52.771000,23,128024,13443755682254237430
build,random,sorted_vector,2000,1,2097193808,2000,858292,429.146000,,127952,13443755682254237430
build,random,red_black_tree,2000,1,2097193808,2000,130500,65.250000,13,144104,13443755682254237430
build,random,ordinary_bst,2000,2,2097194064,2000,92667,46.333500,25,128024,13443755682254237430
build,random,sorted_vector,2000,2,2097194064,2000,852709,426.354500,,127952,13443755682254237430
build,random,red_black_tree,2000,2,2097194064,2000,135417,67.708500,13,144104,13443755682254237430
build,random,ordinary_bst,2000,3,2097194320,2000,93958,46.979000,26,128024,13443755682254237430
build,random,sorted_vector,2000,3,2097194320,2000,841959,420.979500,,127952,13443755682254237430
build,random,red_black_tree,2000,3,2097194320,2000,128583,64.291500,14,144104,13443755682254237430
build,random,ordinary_bst,2000,4,2097194576,2000,91792,45.896000,23,128024,13443755682254237430
build,random,red_black_tree,2000,4,2097194576,2000,111125,55.562500,13,144104,13443755682254237430
build,random,sorted_vector,2000,4,2097194576,2000,876208,438.104000,,127952,13443755682254237430
build,random,ordinary_bst,2000,5,2097194832,2000,91458,45.729000,26,128024,13443755682254237430
build,random,red_black_tree,2000,5,2097194832,2000,120209,60.104500,14,144104,13443755682254237430
build,random,sorted_vector,2000,5,2097194832,2000,828375,414.187500,,127952,13443755682254237430
build,random,sorted_vector,2000,6,2097195088,2000,875167,437.583500,,127952,13443755682254237430
build,random,ordinary_bst,2000,6,2097195088,2000,99292,49.646000,27,128024,13443755682254237430
build,random,red_black_tree,2000,6,2097195088,2000,116583,58.291500,13,144104,13443755682254237430
lookup,random,ordinary_bst,2000,0,2097193517,2000,79125,39.562500,23,128024,18425661476632752690
lookup,random,sorted_vector,2000,0,2097193517,2000,69083,34.541500,,127952,18425661476632752690
lookup,random,red_black_tree,2000,0,2097193517,2000,76084,38.042000,13,144104,18425661476632752690
lookup,random,red_black_tree,2000,1,2097193773,2000,85875,42.937500,14,144104,1238594126780926572
lookup,random,sorted_vector,2000,1,2097193773,2000,71458,35.729000,,127952,1238594126780926572
lookup,random,ordinary_bst,2000,1,2097193773,2000,92375,46.187500,26,128024,1238594126780926572
lookup,random,ordinary_bst,2000,2,2097194029,2000,79917,39.958500,24,128024,8279255519899774715
lookup,random,red_black_tree,2000,2,2097194029,2000,77125,38.562500,13,144104,8279255519899774715
lookup,random,sorted_vector,2000,2,2097194029,2000,63291,31.645500,,127952,8279255519899774715
lookup,random,red_black_tree,2000,3,2097194285,2000,89083,44.541500,13,144104,15320076711550205568
lookup,random,sorted_vector,2000,3,2097194285,2000,63000,31.500000,,127952,15320076711550205568
lookup,random,ordinary_bst,2000,3,2097194285,2000,80542,40.271000,25,128024,15320076711550205568
lookup,random,sorted_vector,2000,4,2097194541,2000,70083,35.041500,,127952,10962468193201966601
lookup,random,ordinary_bst,2000,4,2097194541,2000,78833,39.416500,22,128024,10962468193201966601
lookup,random,red_black_tree,2000,4,2097194541,2000,77042,38.521000,13,144104,10962468193201966601
lookup,random,red_black_tree,2000,5,2097194797,2000,79875,39.937500,14,144104,3668103931033598183
lookup,random,ordinary_bst,2000,5,2097194797,2000,79583,39.791500,28,128024,3668103931033598183
lookup,random,sorted_vector,2000,5,2097194797,2000,69542,34.771000,,127952,3668103931033598183
lookup,random,ordinary_bst,2000,6,2097195053,2000,80167,40.083500,24,128024,4953046519480926974
lookup,random,sorted_vector,2000,6,2097195053,2000,69500,34.750000,,127952,4953046519480926974
